priority	code_hex	native_character	page	x0	y0	x1	y1	status	original_status	safety_tier	arm9_aligned_le_hits	arm7_aligned_le_hits	warning
384	8EAD	鹿	3	90	0	104	14	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
385	8EAF	識	3	120	0	134	14	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
386	8EB7	執	3	150	0	164	14	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
387	8EBA	室	3	180	0	194	14	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
388	8EC0	実	3	210	0	224	14	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
389	8EC5	芝	3	225	0	239	14	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
390	8EC9	舎	3	240	0	254	14	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
391	8ECA	写	3	0	15	14	29	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
392	8ECD	赦	3	30	15	44	29	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
393	8ED3	謝	3	75	15	89	29	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
394	8ED4	車	3	90	15	104	29	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
395	8EED	種	3	225	15	239	29	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
396	8EF0	酒	3	240	15	254	29	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
397	8EF4	呪	3	30	30	44	44	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
398	8EFB	収	3	60	30	74	44	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
399	8F48	秋	3	120	30	134	44	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
400	8F49	終	3	135	30	149	44	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
401	8F4B	習	3	150	30	164	44	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
402	8F50	襲	3	180	30	194	44	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
403	8F54	週	3	210	30	224	44	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
404	8F5D	従	3	15	45	29	59	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
405	8F60	汁	3	30	45	44	59	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
406	8F65	銃	3	60	45	74	59	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
407	8F68	宿	3	75	45	89	59	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
408	8F6B	縮	3	90	45	104	59	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
409	8F6D	塾	3	105	45	119	59	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
410	8F70	術	3	150	45	164	59	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
411	8F80	準	3	195	45	209	59	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
412	8F82	盾	3	210	45	224	59	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
413	8F83	純	3	225	45	239	59	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
414	8F88	処	3	0	60	14	74	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
415	8F8B	暑	3	45	60	59	74	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
416	8F8F	緒	3	60	60	74	74	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
417	8F90	署	3	75	60	89	74	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
418	8F91	書	3	90	60	104	74	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
419	8F99	徐	3	135	60	149	74	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
420	8F9D	傷	3	165	60	179	74	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
421	8F9F	勝	3	180	60	194	74	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
422	8FB0	床	3	15	75	29	89	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
423	8FBB	晶	3	60	75	74	89	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
424	8FC4	焼	3	105	75	119	89	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
425	8FD0	紹	3	165	75	179	89	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
426	8FD5	衝	3	180	75	194	89	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
427	8FD8	証	3	195	75	209	89	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
428	8FDA	詳	3	210	75	224	89	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
429	8FDC	賞	3	240	75	254	89	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
430	8FE4	丈	3	30	90	44	104	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
431	8FE6	乗	3	45	90	59	104	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
432	8FE7	冗	3	60	90	74	104	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
433	8FE8	剰	3	75	90	89	104	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
434	8FEA	場	3	90	90	104	104	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
435	8FFC	飾	3	165	90	179	104	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
436	9041	植	3	180	90	194	104	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
437	9052	審	3	75	105	89	119	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
438	9057	晋	3	135	105	149	119	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
439	9061	紳	3	210	105	224	119	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
440	9065	親	3	225	105	239	119	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
441	9069	進	3	0	120	14	134	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
442	9071	尋	3	60	120	74	134	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
443	9077	陣	3	75	120	89	134	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
444	907D	図	3	105	120	119	134	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
445	907E	厨	3	120	120	134	134	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
446	9084	推	3	165	120	179	134	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
447	9091	髄	3	210	120	224	134	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
448	9095	枢	3	240	120	254	134	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
449	90A1	寸	3	0	135	14	149	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
450	90BB	製	3	240	135	254	149	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
451	90CC	昔	3	90	150	104	164	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
452	90CF	積	3	135	150	149	164	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
453	90D1	績	3	150	150	164	164	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
454	90D3	責	3	165	150	179	164	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
455	90D5	跡	3	195	150	209	164	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
456	90DC	折	3	240	150	254	164	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
457	90DD	設	3	0	165	14	179	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
458	90DF	節	3	15	165	29	179	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
459	90E2	絶	3	60	165	74	179	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
460	90EA	専	3	150	165	164	179	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
461	90EC	川	3	165	165	179	179	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
462	90ED	戦	3	180	165	194	179	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
463	90FC	線	3	210	165	224	179	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
464	9146	詮	3	0	180	14	194	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
465	9148	践	3	15	180	29	194	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
466	914D	閃	3	45	180	59	194	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
467	914E	鮮	3	60	180	74	194	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
468	9156	膳	3	135	180	149	194	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
469	915F	狙	3	150	180	164	194	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
470	9162	礎	3	165	180	179	194	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
471	9167	組	3	195	180	209	194	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
472	9168	蘇	3	210	180	224	194	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
473	916E	創	3	240	180	254	194	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
474	9171	倉	3	15	195	29	209	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
475	9177	層	3	45	195	59	209	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
476	919B	騒	3	210	195	224	209	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
477	919D	増	3	240	195	254	209	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
478	919F	臓	3	15	210	29	224	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
479	91A4	側	3	45	210	59	224	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
480	91AA	測	3	105	210	119	224	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
481	91B1	続	3	180	210	194	224	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
482	91B7	孫	3	210	210	224	224	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
483	91B9	損	3	240	210	254	224	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
484	91CE	対	3	105	225	119	239	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
485	91DD	貸	3	195	225	209	239	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
486	91DF	逮	3	225	225	239	239	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
487	91E8	題	3	60	240	74	254	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
488	9242	達	3	135	240	149	254	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
489	924E	誰	3	180	240	194	254	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
490	9250	単	3	195	240	209	254	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
491	9261	誕	4	30	0	44	14	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
492	9263	団	4	60	0	74	14	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
493	9265	弾	4	75	0	89	14	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
494	926B	談	4	135	0	149	14	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
495	926C	値	4	150	0	164	14	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
496	9270	恥	4	195	0	209	14	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
497	9273	痴	4	210	0	224	14	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
498	9277	蜘	4	0	15	14	29	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
499	9278	遅	4	15	15	29	29	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
500	927A	築	4	30	15	44	29	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
501	928B	昼	4	120	15	134	29	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
502	92A1	庁	4	195	15	209	29	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
503	92A3	張	4	210	15	224	29	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
504	92AE	聴	4	45	30	59	44	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
505	92B7	長	4	90	30	104	44	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
506	92B9	鳥	4	105	30	119	44	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
507	92DE	釣	4	210	30	224	44	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
508	92E1	低	4	225	30	239	44	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
509	9345	摘	4	105	45	119	59	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
510	934B	適	4	150	45	164	59	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
511	934F	徹	4	165	45	179	59	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
512	9353	鉄	4	195	45	209	59	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
513	935D	転	4	15	60	29	74	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
514	9363	田	4	75	60	89	74	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
515	936B	徒	4	120	60	134	74	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
516	9379	土	4	225	60	239	74	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
517	937A	奴	4	240	60	254	74	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
518	9387	島	4	75	75	89	89	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
519	938C	東	4	120	75	134	89	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
520	9390	盗	4	135	75	149	89	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
521	939D	統	4	195	75	209	89	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
522	93A2	討	4	225	75	239	89	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
523	93AA	頭	4	30	90	44	104	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
524	93AD	働	4	60	90	74	104	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
525	93AE	動	4	75	90	89	104	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
526	93B1	導	4	120	90	134	104	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
527	93DE	奈	4	15	105	29	119	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
528	93E4	謎	4	45	105	59	119	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
529	93EF	難	4	60	105	74	119	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
530	9459	悩	4	225	105	239	119	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
531	945A	濃	4	240	105	254	119	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
532	945D	脳	4	30	120	44	134	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
533	946E	馬	4	90	120	104	134	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
534	9473	敗	4	120	120	134	134	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
535	9484	売	4	225	120	239	134	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
536	9499	漠	4	15	135	29	149	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
537	94AD	発	4	60	135	74	149	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
538	94AF	髪	4	75	135	89	149	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
539	94B1	罰	4	90	135	104	149	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
540	94B2	抜	4	105	135	119	149	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
541	94BB	判	4	120	135	134	149	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
542	94C0	搬	4	165	135	179	149	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
543	94C2	板	4	180	135	194	149	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
544	94C6	犯	4	210	135	224	149	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
545	94CC	販	4	240	135	254	149	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
546	94CD	範	4	0	150	14	164	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
547	94D1	飯	4	15	150	29	164	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
548	94E0	扉	4	75	150	89	164	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
549	94F5	備	4	195	150	209	164	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
550	9541	柊	4	0	165	14	179	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
551	9543	匹	4	15	165	29	179	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
552	9553	百	4	45	165	59	179	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
553	9557	標	4	60	165	74	179	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
554	955B	票	4	90	165	104	179	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
555	9560	描	4	120	165	134	179	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
556	9562	秒	4	150	165	164	179	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
557	9571	敏	4	180	165	194	179	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
558	9577	婦	4	240	165	254	179	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
559	9578	富	4	0	180	14	194	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
560	957E	敷	4	45	180	59	194	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
561	9582	浮	4	75	180	89	194	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
562	9589	負	4	105	180	119	194	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
563	958E	侮	4	120	180	134	194	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
564	959C	復	4	240	180	254	194	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
565	95A0	腹	4	30	195	44	209	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
566	95A5	払	4	60	195	74	209	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
567	95B5	雰	4	150	195	164	209	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
568	95B7	聞	4	180	195	194	209	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
569	95C2	閉	4	240	195	254	209	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
570	95C4	米	4	0	210	14	224	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
571	95CF	変	4	60	210	74	224	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
572	95D2	編	4	90	210	104	224	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
573	95D9	弁	4	165	210	179	224	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
574	95E2	補	4	225	210	239	224	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
575	95E5	募	4	240	210	254	224	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
576	95E9	暮	4	15	225	29	239	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
577	95F0	呆	4	60	225	74	239	reusable_full_cn	reserved	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
578	95F1	報	4	75	225	89	239	reusable_full_cn	used_original_script	A_zero_text_and_code_refs	0	0	Valid only for the current full-Chinese translation snapshot.
